City,Year,Brand,Model,Fuel_Type,Transmission,KM_Driven,Owner,EMI_Price,Price,KM_Representation,Car_Age,Price_per_KM,Price_Category
Ahmedabad,2019,Hyundai,Grand,Cng,Manual,438999.0,2Nd Owner,8589.0,8589.0,L,6,0.02,Budget
Ahmedabad,2019,Maruti,Alto,Cng,Manual,340000.0,1St Owner,6651.0,6651.0,L,6,0.02,Budget
Ahmedabad,2017,Hyundai,Eon,Cng,Manual,195000.0,3Rd Owner,4338.0,4338.0,L,8,0.02,Budget
Ahmedabad,2023,Skoda,Slavia,Petrol,Manual,918000.0,1St Owner,17470.0,17470.0,L,2,0.02,Budget
Ahmedabad,2024,Tata,Altroz,Petrol,Manual,1054000.0,1St Owner,20059.0,20059.0,L,1,0.02,Budget
Ahmedabad,2022,Maruti,Vitara,Petrol,Manual,847000.0,1St Owner,16121.0,16121.0,L,3,0.02,Budget
Ahmedabad,2021,Maruti,Ertiga,Cng,Manual,880000.0,1St Owner,16750.0,16750.0,L,4,0.02,Budget
Ahmedabad,2022,Skoda,Kushaq,Petrol,Manual,940000.0,1St Owner,17886.0,17886.0,L,3,0.02,Budget
Jaipur,2016,Maruti,Wagon,Petrol,Manual,316000.0,2Nd Owner,6169.0,6169.0,L,9,0.02,Budget
Jaipur,2017,Renault,Kwid,Petrol,Manual,219000.0,1St Owner,4284.0,4284.0,L,8,0.02,Budget
Jaipur,2021,Nissan,Magnite,Petrol,Manual,440000.0,2Nd Owner,8603.0,8603.0,L,4,0.02,Budget
Jaipur,2021,Nissan,Magnite,Petrol,Manual,538000.0,1St Owner,10516.0,10516.0,L,4,0.02,Budget
Jaipur,2022,Mahindra,Bolero,Diesel,Manual,900000.0,1St Owner,17131.0,17131.0,L,3,0.02,Budget
Jaipur,2021,Tata,Nexon,Petrol,Manual,863000.0,1St Owner,16419.0,16419.0,L,4,0.02,Budget
Jaipur,2019,Ford,Ecosport,Diesel,Manual,660000.0,1St Owner,12903.0,12903.0,L,6,0.02,Budget
Jaipur,2023,Maruti,Swift,Petrol,Manual,697000.0,1St Owner,13628.0,13628.0,L,2,0.02,Budget
Jaipur,2022,Nissan,Magnite,Petrol,Manual,552000.0,1St Owner,10792.0,10792.0,L,3,0.02,Budget
Jaipur,2017,Maruti,Vitara,Diesel,Manual,599000.0,1St Owner,11711.0,11711.0,L,8,0.02,Budget
Jaipur,2020,Honda,Amaze,Petrol,Manual,501999.0,1St Owner,9814.0,9814.0,L,5,0.02,Budget
Jaipur,2021,Maruti,Vitara,Petrol,Manual,677000.0,2Nd Owner,13235.0,13235.0,L,4,0.02,Budget
Jaipur,2018,Maruti,Baleno,Diesel,Manual,470000.0,2Nd Owner,9189.0,9189.0,L,7,0.02,Budget
Jaipur,2020,Maruti,Celerio,Petrol,Manual,397000.0,1St Owner,7761.0,7761.0,L,5,0.02,Budget
Jaipur,2020,Hyundai,Grand,Petrol,Manual,480999.0,1St Owner,9404.0,9404.0,L,5,0.02,Budget
Jaipur,2019,Hyundai,Creta,Diesel,Manual,990000.0,1St Owner,18844.0,18844.0,L,6,0.02,Budget
Jaipur,2023,Tata,Punch,Petrol,Auto,630000.0,1St Owner,12313.0,12313.0,L,2,0.02,Budget
Jaipur,2021,Tata,Nexon,Petrol,Manual,577000.0,1St Owner,11280.0,11280.0,L,4,0.02,Budget
Jaipur,2015,Maruti,Wagon,Petrol,Manual,271000.0,1St Owner,6028.0,6028.0,L,10,0.02,Budget
Jaipur,2024,Maruti,Alto,Cng,Manual,552000.0,1St Owner,10792.0,10792.0,L,1,0.02,Budget
Amritsar,2022,Mahindra,Thar,Diesel,Auto,1600000.0,1St Owner,30455.0,30455.0,L,3,0.02,Budget
Amritsar,2015,Hyundai,Grand,Diesel,Manual,184000.0,1St Owner,4845.0,4845.0,L,10,0.03,Budget
Amritsar,2012,Hyundai,I10,Petrol,Manual,229999.0,1St Owner,10827.0,10827.0,L,13,0.05,Budget
Amritsar,2009,Hyundai,I10,Petrol,Manual,245000.0,2Nd Owner,10889.0,245000.00000000003,L,16,1.0,Budget
Amritsar,2017,Toyota,Innova,Diesel,Manual,1224000.0,2Nd Owner,26613.0,26613.0,L,8,0.02,Budget
Amritsar,2022,Tata,Safari,Diesel,Auto,1400000.0,1St Owner,26648.0,26648.0,L,3,0.02,Budget
Amritsar,2014,Maruti,Swift,Diesel,Manual,430999.0,2Nd Owner,14302.0,14302.0,L,11,0.03,Budget
Amritsar,2015,Honda,Jazz,Petrol,Auto,225000.0,2Nd Owner,5005.0,5005.0,L,10,0.02,Budget
Amritsar,2010,Maruti,Alto,Petrol,Manual,50000.0,3Rd Owner,10889.0,60000.0,K,15,1.2,Budget
Amritsar,2018,Honda,Amaze,Petrol,Manual,550000.0,1St Owner,10753.0,10753.0,L,7,0.02,Budget
Amritsar,2013,Renault,Duster,Diesel,Manual,214000.0,3Rd Owner,10074.0,10074.0,L,12,0.05,Budget
Amritsar,2017,Hyundai,Elite,Petrol,Manual,525000.0,2Nd Owner,10264.0,10264.0,L,8,0.02,Budget
Amritsar,2016,Maruti,Wagon,Petrol,Manual,290000.0,2Nd Owner,5670.0,5670.0,L,9,0.02,Budget
Amritsar,2013,Toyota,Etios,Diesel,Manual,325000.0,2Nd Owner,15299.0,15299.0,L,12,0.05,Budget
Amritsar,2019,Renault,Kwid,Petrol,Manual,300000.0,2Nd Owner,5865.0,5865.0,L,6,0.02,Budget
Amritsar,2018,Maruti,Swift,Diesel,Manual,625000.0,1St Owner,12219.0,12219.0,L,7,0.02,Budget
Amritsar,2011,Skoda,Laura,Diesel,Auto,225000.0,1St Owner,10889.0,225000.0,L,14,1.0,Budget
Amritsar,2015,Hyundai,Elite,Petrol,Manual,480000.0,1St Owner,10677.0,10677.0,L,10,0.02,Budget
Amritsar,2013,Honda,Brio,Petrol,Manual,260000.0,2Nd Owner,8636.0,8636.0,L,12,0.03,Budget
Amritsar,2011,Toyota,Corolla,Diesel,Manual,315000.0,1St Owner,10889.0,315000.0,L,14,1.0,Mid-Range
Trivandrum,2011,Maruti,Ritz,Petrol,Manual,229999.0,2Nd Owner,20435.0,20435.0,L,14,0.09,Budget
Trivandrum,2012,Hyundai,Eon,Petrol,Manual,133000.0,3Rd Owner,6261.0,6261.0,L,13,0.05,Budget
Trivandrum,2010,Tata,Manza,Petrol,Manual,80000.0,1St Owner,10889.0,91000.0,K,15,1.14,Budget
Trivandrum,2010,Tata,Safari,Diesel,Manual,110000.0,2Nd Owner,10889.0,130000.0,L,15,1.18,Budget
Trivandrum,2012,Mahindra,Bolero,Diesel,Manual,335000.0,1St Owner,29764.0,29764.0,L,13,0.09,Budget
Trivandrum,2010,Maruti,Alto,Petrol,Manual,145000.0,3Rd Owner,10889.0,145000.0,L,15,1.0,Budget
Trivandrum,2017,Honda,Jazz,Petrol,Manual,475000.0,1St Owner,9286.0,9286.0,L,8,0.02,Budget
Trivandrum,2020,Tata,Altroz,Petrol,Manual,600000.0,2Nd Owner,11730.0,11730.0,L,5,0.02,Budget
Trivandrum,2023,Kia,Carens,Diesel,Manual,1863000.0,1St Owner,35460.0,35460.0,L,2,0.02,Budget
Trivandrum,2016,Ford,New,Petrol,Manual,363000.0,1St Owner,8075.0,8075.0,L,9,0.02,Budget
Trivandrum,2019,Hyundai,Elite,Petrol,Manual,550000.0,1St Owner,10753.0,10753.0,L,6,0.02,Budget
Trivandrum,2020,Tata,Altroz,Petrol,Manual,637000.0,2Nd Owner,12453.0,12453.0,L,5,0.02,Budget
Trivandrum,2011,Maruti,Eeco,Petrol,Manual,120000.0,1St Owner,10662.0,10662.0,L,14,0.09,Budget
Trivandrum,2014,Skoda,Rapid,Diesel,Manual,298000.0,2Nd Owner,9898.0,9898.0,L,11,0.03,Budget
Trivandrum,2020,Tata,Tigor,Petrol,Auto,520000.0,1St Owner,10166.0,10166.0,L,5,0.02,Budget
Trivandrum,2017,Maruti,Ciaz,Diesel,Manual,757000.0,1St Owner,14799.0,14799.0,L,8,0.02,Budget
Trivandrum,2018,Maruti,Alto,Petrol,Auto,360000.0,2Nd Owner,7038.0,7038.0,L,7,0.02,Budget
Trivandrum,2011,Chevrolet,Beat,Diesel,Manual,118000.0,1St Owner,10889.0,118000.0,L,14,1.0,Budget
Trivandrum,2023,Maruti,Xl6,Petrol,Auto,1400000.0,1St Owner,26648.0,26648.0,L,2,0.02,Budget
Trivandrum,2010,Chevrolet,Spark,Petrol,Manual,70000.0,5Th Owner,10889.0,70000.0,K,15,1.0,Budget
Bhubaneswar,2008,Hyundai,I10,Petrol,Manual,185000.0,1St Owner,10889.0,185000.0,L,17,1.0,Budget
Bhubaneswar,2014,Mahindra,Scorpio,Diesel,Manual,400000.0,3Rd Owner,13286.0,13286.0,L,11,0.03,Budget
Bhubaneswar,2011,Ford,Figo,Diesel,Manual,235000.0,1St Owner,10889.0,235000.0,L,14,1.0,Budget
Bhubaneswar,2017,Maruti,Wagon,Petrol,Manual,407000.0,2Nd Owner,7957.0,7957.0,L,8,0.02,Budget
Bhubaneswar,2015,Volkswagen,Polo,Diesel,Manual,170000.0,4Th Owner,4477.0,4477.0,L,10,0.03,Budget
Bhubaneswar,2014,Nissan,Terrano,Diesel,Manual,252000.0,1St Owner,8370.0,8370.0,L,11,0.03,Budget
Bhubaneswar,2009,Maruti,Alto,Petrol,Manual,100000.0,3Rd Owner,10889.0,100000.0,L,16,1.0,Budget
Bhubaneswar,2020,Honda,Amaze,Petrol,Manual,580000.0,2Nd Owner,11339.0,11339.0,L,5,0.02,Budget
Bhubaneswar,2019,Mg,Hector,Petrol,Auto,900000.0,1St Owner,19568.0,19568.0,L,6,0.02,Budget
Bhubaneswar,2015,Ford,Figo,Petrol,Auto,282000.0,1St Owner,6273.0,6273.0,L,10,0.02,Budget
Bhubaneswar,2016,Maruti,Vitara,Diesel,Manual,660000.0,1St Owner,14681.0,14681.0,L,9,0.02,Budget
Bhubaneswar,2019,Hyundai,New,Petrol,Auto,500000.0,1St Owner,9775.0,9775.0,L,6,0.02,Budget
Bhubaneswar,2017,Maruti,Vitara,Diesel,Manual,750000.0,1St Owner,14663.0,14663.0,L,8,0.02,Budget
Bhubaneswar,2020,Kia,Seltos,Petrol,Manual,850000.0,1St Owner,18481.0,18481.0,L,5,0.02,Budget
Bhubaneswar,2019,Honda,City,Diesel,Manual,670000.0,1St Owner,13099.0,13099.0,L,6,0.02,Budget
Bhubaneswar,2017,Mahindra,Tuv300,Diesel,Manual,550000.0,1St Owner,10753.0,10753.0,L,8,0.02,Budget
Bhubaneswar,2012,Honda,Brio,Petrol,Manual,175000.0,3Rd Owner,8238.0,8238.0,L,13,0.05,Budget
Bhubaneswar,2017,Ford,Ecosport,Diesel,Manual,390000.0,2Nd Owner,8675.0,8675.0,L,8,0.02,Budget
Bhubaneswar,2018,Honda,Amaze,Diesel,Manual,475000.0,2Nd Owner,9286.0,9286.0,L,7,0.02,Budget
Bhubaneswar,2018,Maruti,Swift,Petrol,Auto,625000.0,1St Owner,12219.0,12219.0,L,7,0.02,Budget
Dehradun,2019,Hyundai,Elite,Cng,Manual,525000.0,1St Owner,11678.0,11678.0,L,6,0.02,Budget
Dehradun,2021,Hyundai,Venue,Petrol,Manual,750000.0,1St Owner,14663.0,14663.0,L,4,0.02,Budget
Dehradun,2023,Mahindra,Xuv300,Diesel,Manual,1090000.0,1St Owner,20747.0,20747.0,L,2,0.02,Budget
Dehradun,2018,Maruti,Alto,Petrol,Auto,375000.0,1St Owner,7331.0,7331.0,L,7,0.02,Budget
Dehradun,2017,Tata,Nexon,Diesel,Manual,540000.0,1St Owner,12012.0,12012.0,L,8,0.02,Budget
Dehradun,2021,Hyundai,Creta,Petrol,Manual,950000.0,1St Owner,18082.0,18082.0,L,4,0.02,Budget
Dehradun,2022,Maruti,Xl6,Petrol,Manual,994999.0,1St Owner,18939.0,18939.0,L,3,0.02,Budget
Dehradun,2020,Tata,Tiago,Petrol,Manual,525000.0,1St Owner,10264.0,10264.0,L,5,0.02,Budget
Dehradun,2020,Renault,Kwid,Petrol,Manual,420000.0,1St Owner,8211.0,8211.0,L,5,0.02,Budget
Dehradun,2016,Hyundai,Elite,Petrol,Manual,450000.0,2Nd Owner,8798.0,8798.0,L,9,0.02,Budget
Dehradun,2023,Maruti,Alto,Petrol,Manual,457000.0,1St Owner,8934.0,8934.0,L,2,0.02,Budget
Dehradun,2022,Mahindra,Thar,Diesel,Manual,1500000.0,1St Owner,28551.0,28551.0,L,3,0.02,Budget
Dehradun,2016,Nissan,Micra,Petrol,Manual,172000.0,4Th Owner,3819.0,3819.0,L,9,0.02,Budget
Dehradun,2018,Maruti,Ciaz,Petrol,Manual,620000.0,1St Owner,12121.0,12121.0,L,7,0.02,Budget
Dehradun,2013,Renault,Duster,Diesel,Manual,252999.0,3Rd Owner,11910.0,11910.0,L,12,0.05,Budget
Dehradun,2015,Maruti,Alto,Petrol,Manual,144000.0,3Rd Owner,3203.0,3203.0,L,10,0.02,Budget
Dehradun,2016,Maruti,Swift,Diesel,Manual,270000.0,3Rd Owner,6006.0,6006.0,L,9,0.02,Budget
Dehradun,2021,Tata,Harrier,Diesel,Manual,1521000.0,1St Owner,28942.0,28942.0,L,4,0.02,Budget
Dehradun,2021,Hyundai,Creta,Petrol,Auto,1250000.0,1St Owner,23793.0,23793.0,L,4,0.02,Budget
Dehradun,2013,Hyundai,I20,Diesel,Manual,246000.0,3Rd Owner,11580.0,11580.0,L,12,0.05,Budget
Bhopal,2017,Renault,Kwid,Petrol,Manual,227999.0,2Nd Owner,4457.0,4457.0,L,8,0.02,Budget
Bhopal,2014,Maruti,Alto,Petrol,Manual,340000.0,1St Owner,8954.0,8954.0,L,11,0.03,Budget
Bhopal,2011,Hyundai,I20,Petrol,Manual,140000.0,2Nd Owner,12439.0,12439.0,L,14,0.09,Budget
Bhopal,2023,Kia,Carens,Petrol,Manual,1036000.0,1St Owner,19719.0,19719.0,L,2,0.02,Budget
Bhopal,2023,Hyundai,Grand,Petrol,Auto,650000.0,1St Owner,12708.0,12708.0,L,2,0.02,Budget
Bhopal,2016,Tata,Zest,Diesel,Manual,169000.0,2Nd Owner,3751.0,3751.0,L,9,0.02,Budget
Bhopal,2022,Maruti,Alto,Petrol,Manual,377000.0,1St Owner,7370.0,7370.0,L,3,0.02,Budget
Bhopal,2023,Tata,Tiago,Petrol,Manual,500000.0,1St Owner,9775.0,9775.0,L,2,0.02,Budget
Bhopal,2012,Hyundai,I20,Petrol,Manual,225999.0,1St Owner,10639.0,10639.0,L,13,0.05,Budget
Bhopal,2020,Ford,Ecosport,Petrol,Manual,700000.0,1St Owner,13685.0,13685.0,L,5,0.02,Budget
Bhopal,2013,Ford,Figo,Diesel,Manual,225000.0,2Nd Owner,10596.0,10596.0,L,12,0.05,Budget
Bhopal,2024,Maruti,Fronx,Petrol,Manual,686000.0,1St Owner,13411.0,13411.0,L,1,0.02,Budget
Bhopal,2014,Maruti,Wagon,Petrol,Manual,331000.0,1St Owner,8712.0,8712.0,L,11,0.03,Budget
Bhopal,2017,Maruti,Alto,Petrol,Auto,250000.0,1St Owner,4888.0,4888.0,L,8,0.02,Budget
Bhopal,2017,Maruti,Wagon,Petrol,Manual,235000.0,1St Owner,4594.0,4594.0,L,8,0.02,Budget
Bhopal,2018,Jeep,Compass,Petrol,Auto,750000.0,1St Owner,14663.0,14663.0,L,7,0.02,Budget
Bhopal,2015,Tata,Nano,Petrol,Auto,218000.0,2Nd Owner,4849.0,4849.0,L,10,0.02,Budget
Bhopal,2015,Tata,Indigo,Diesel,Manual,164000.0,1St Owner,4319.0,4319.0,L,10,0.03,Budget
Bhopal,2019,Maruti,Swift,Petrol,Manual,476999.0,1St Owner,9325.0,9325.0,L,6,0.02,Budget
Bhopal,2012,Ford,Figo,Diesel,Manual,105000.0,1St Owner,9329.0,9329.0,L,13,0.09,Budget
